filepath,transcription_clean,prediction
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364n0.wav,the briefcase is open now,sis hopin now
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1360b0.wav,beyond,fe ond
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1361a0.wav,explosion,if poin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1367s0.wav,thatch,thath
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136820.wav,trauma,trumon
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136550.wav,the herd became angry and started a stampede,the har be cane angry in started tstamp peat
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1368r0.wav,yankee,beinkie
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1363j0.wav,real,real
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136580.wav,his car thundered down the road,his carret oner down ro
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364y0.wav,your shadow always follows you,huge chile od ofallowedy
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136760.wav,spoons,
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364q0.wav,edgar does not have a job,ed dird at now have a job
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136500.wav,the flood took a car down the street,let  card ol mis treet
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1368m0.wav,wiseguy,why s bay
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1362s0.wav,nine nine six nine six one zero,mine nowing istic o rain sticks ol ero
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1367n0.wav,tab,can
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1360q0.wav,cliffhanger,clonting
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136100.wav,digested,pi just
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364m0.wav,pay albert for the fresh water,py ame rit fran fresh water
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1361p0.wav,hoof,hu
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136010.wav,allowing,allowling
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364u0.wav,stewart has five friends in richmond,do ans five forns an rerhlin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1366s0.wav,shirt,shirt
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136720.wav,snake,neake
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1365j0.wav,will you sing this song,e mis son
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1367x0.wav,thursday,there is day
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136870.wav,underneath,and der me
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364s0.wav,who will the soldier vote for,who will per so soldier boom for
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136520.wav,honey can get sticky,chenniking sticking
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1363t0.wav,screwdriver,sku draver
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1363d0.wav,playhouse,play ouse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1361f0.wav,flagpole,am pl
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1360g0.wav,breath,bren
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1362e0.wav,moisture,moish jhur
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364o0.wav,san diego is very green this year,indiegel is very greenless uth
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1362y0.wav,oasis,the wases
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136380.wav,pathetic,e ten
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1364w0.wav,doug thinks he will win the race, tink he won't win the race
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136560.wav,even your ears sweat in a sauna,evin our i sweat son
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1361z0.wav,lawyer,lowyer
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks136290.wav,meaningless,meaning liss
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1367d0.wav,stooges,i gate
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1363h0.wav,push,but
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks136/ks1368c0.wav,upward,a word
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b7i0.wav,subtract, crack
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b8h0.wav,warmth,war
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4t0.wav,turn the volume on the radio down,ture no mally a on ma radio down
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b530.wav,the bird sang a sweet melody,the brad seen as sweet milidy
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b2r0.wav,two six four zero two four six,tes sict for narrow to for stics
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4p0.wav,the angry chef cooked his vegetables,thage shift t take his etible
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b1k0.wav,handshake,he
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b2j0.wav,nine,nine
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b0l0.wav,chalk,cank
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4x0.wav,knights don't get scared of dragons,mit ston giv scar of draking
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b570.wav,don't make the same mistakes twice,itll make thes tin mes deek twice
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b1a0.wav,explosion,the blosion
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b0b0.wav,beyond,beyond
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b3o0.wav,rugby,rugny
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4n0.wav,the briefcase is open now,the brease keses open now
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b7s0.wav,thatch,that
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b820.wav,trauma,terama
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b8r0.wav,yankee,yankee
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b550.wav,the herd became angry and started a stampede,there herd became ee and started atapeec
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b060.wav,average,average
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b1u0.wav,imagery,it e wodure
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b240.wav,loyal,lyl
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b510.wav,it can only be a good circus with elephants,i can anly be a good circunswet ellephats d you know that
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4r0.wav,you can save water in your bathtub,you con see blotder in nour batk tub
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b0v0.wav,cross,crass
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b150.wav,eight,ah
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b330.wav,one,one
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4z0.wav,we should try to save the whales, risad trane seemed a wal
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b6x0.wav,six,esick
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4m0.wav,pay albert for the fresh water,play av efor the feet fresh wire
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b0q0.wav,cliffhanger,clifinger
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b100.wav,digested,that yeste
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b010.wav,allowing,allow ed
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b6s0.wav,shirt,hert
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b720.wav,snake,mate
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b8m0.wav,wiseguy,why gi
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b500.wav,the flood took a car down the street,blod to um acard  t
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4q0.wav,edgar does not have a job,evd ger tes not have a job
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b2s0.wav,nine nine six nine six one zero,fine nine sick line six ones zero
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b7n0.wav,tab,pehab
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b3j0.wav,real,real
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4y0.wav,your shadow always follows you,h ana eys follows you
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b580.wav,his car thundered down the road,his pied fundered down the road
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b760.wav,spoons,oh sperns
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4o0.wav,san diego is very green this year,seb wis very dream 
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b8c0.wav,upward,umwered
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b3h0.wav,push,o play
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b7d0.wav,stooges,stugios
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b380.wav,pathetic,but ta
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b560.wav,even your ears sweat in a sauna,evenier ear slet in ora
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b1z0.wav,lawyer,lawyer
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b290.wav,meaningless,menyless
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b2e0.wav,moisture,h
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b0g0.wav,breath,brat
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b3d0.wav,playhouse,playhouse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b1f0.wav,flagpole,flag paul
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b4s0.wav,who will the soldier vote for,who had this no jer wolt for
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b520.wav,honey can get sticky,honey king gets te key
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b3t0.wav,screwdriver,e ru reler
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b5j0.wav,will you sing this song,will you thing the slong
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b780.wav,squeegee,wsqueepy
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b7x0.wav,thursday,thereis ten
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13b/ks13b870.wav,underneath,under need
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y7s0.wav,thatch,sat 
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y820.wav,trauma,churm
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y3o0.wav,rugby,rold tee
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4n0.wav,the briefcase is open now,tha breathe case is open now
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y0b0.wav,beyond,be ad
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1a0.wav,explosion,it polgan
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y6x0.wav,six,h
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y240.wav,loyal,lyal oyle
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1u0.wav,imagery,it wul juy
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y060.wav,average,avery
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y330.wav,one,one
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4r0.wav,you can save water in your bathtub,you can't say water if your bact tup
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y510.wav,it can only be a good circus with elephants,it cane only bead ed gon sorkis with elpach
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y0v0.wav,cross,rots
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y150.wav,eight,eight
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1k0.wav,handshake,han shep
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y0l0.wav,chalk,not
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y2j0.wav,nine,nine
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4x0.wav,knights don't get scared of dragons,night tough it tur ni don't get girled jaggin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y570.wav,don't make the same mistakes twice,don't make na sam mistakes twice
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4p0.wav,the angry chef cooked his vegetables,then that angye shef pooke id vitheable
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y2r0.wav,two six four zero two four six,two sticks for sirl two for sits
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y7i0.wav,subtract,si jap
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y8h0.wav,warmth,wor
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y530.wav,the bird sang a sweet melody,the birds san a sweet rolly
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y8c0.wav,upward, lered
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y3h0.wav,push,but
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y7d0.wav,stooges,
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4w0.wav,doug thinks he will win the race,dugk things he will reloyse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y560.wav,even your ears sweat in a sauna,even you have eres wet in a sono
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y380.wav,pathetic,but that it
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1z0.wav,lawyer,lor
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y5j0.wav,will you sing this song,will you sen e slog
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y780.wav,squeegee,wue te
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y7x0.wav,thursday,there's dat an as mechur
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y870.wav,underneath,n
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4s0.wav,who will the soldier vote for,who will lave so dar fol bor
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y520.wav,honey can get sticky,herny kim gets teck
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y3t0.wav,screwdriver,spoojo wer
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1f0.wav,flagpole,blac pul
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y3d0.wav,playhouse,pla helse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y2e0.wav,moisture,mosture
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y0g0.wav,breath,bren
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y3j0.wav,real,mreal
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y760.wav,spoons,spoons
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4y0.wav,your shadow always follows you,or shadow always bols you
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y580.wav,his car thundered down the road,this card cindered down the road
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y2s0.wav,nine nine six nine six one zero,mine my six nine six whot ise
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y8m0.wav,wiseguy,the
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y500.wav,the flood took a car down the street,the plood took ap clie oun the street
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4q0.wav,edgar does not have a job,e ger does not have a job
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y7n0.wav,tab,hab
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4m0.wav,pay albert for the fresh water,he eaner fore e fresh wader
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y0q0.wav,cliffhanger,colit tinger
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y100.wav,digested,but just id
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y010.wav,allowing,alow
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y1p0.wav,hoof,hum
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y6s0.wav,shirt,sure
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y720.wav,snake,make
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12y/ks12y4u0.wav,stewart has five friends in richmond,stoll has fy prince and wesh men
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u6x0.wav,six,in it sic
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4z0.wav,we should try to save the whales,she tracg to sav the wills
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u1u0.wav,imagery,imagery
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u240.wav,loyal,lawyal
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u060.wav,average,avpre
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u330.wav,one,one
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u0v0.wav,cross,to ass
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u150.wav,eight,eight
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u510.wav,it can only be a good circus with elephants,it only cold be a good toking mistera sircus was good oof it
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4r0.wav,you can save water in your bathtub,you could save onering your batt tub
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4n0.wav,the briefcase is open now,the prest case in open now
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u0b0.wav,beyond,beyond
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u1a0.wav,explosion,aeposion
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u7s0.wav,thatch,whatc
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u820.wav,trauma,troma
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u550.wav,the herd became angry and started a stampede,e king amgre it' bered is par
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u8r0.wav,yankee,einkee
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u7i0.wav,subtract,supetrap
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u8h0.wav,warmth,what
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u530.wav,the bird sang a sweet melody,the birds say ase so a tweet sweet mowity
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4t0.wav,turn the volume on the radio down,tonoti down the flowly al my aredio down
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4p0.wav,the angry chef cooked his vegetables,ye angry shef could his vestables
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u2r0.wav,two six four zero two four six,two four sick ero two four sits
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4x0.wav,knights don't get scared of dragons,knight din't get scare of tru igons
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u570.wav,don't make the same mistakes twice,don't make te seemen steks twice
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u0l0.wav,chalk,tal
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u2j0.wav,nine,nine
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u1k0.wav,handshake,he an kake
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u5j0.wav,will you sing this song,wel se the song
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u780.wav,squeegee,schoolly creen
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u7x0.wav,thursday,ther is dey
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u870.wav,underneath,anderneth
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u520.wav,honey can get sticky,ineo get sthe ke
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4s0.wav,who will the soldier vote for,who wiul te solder wop
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u3t0.wav,screwdriver,school gier
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u3d0.wav,playhouse,playhouse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u2e0.wav,moisture,boystrut
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u0g0.wav,breath,bren
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4o0.wav,san diego is very green this year,sandy egl very venou ser
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u560.wav,even your ears sweat in a sauna,anyn year irs went in e sin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4w0.wav,doug thinks he will win the race,thinks he nhe way
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u2y0.wav,oasis,away toth
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u1z0.wav,lawyer,
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u290.wav,meaningless,mean you less
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u7d0.wav,stooges,tetin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u3h0.wav,push,
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u8c0.wav,upward,alord
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u0q0.wav,cliffhanger,eder
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u100.wav,digested,thy jus bid
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u010.wav,allowing,allow eben
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u1p0.wav,hoof,lop
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u6s0.wav,shirt,shure
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u720.wav,snake,sneap
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4u0.wav,stewart has five friends in richmond,stiy hav had sifrantin whichmen
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u500.wav,the flood took a car down the street,be fleod sook the cid own streieht
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4q0.wav,edgar does not have a job,eg dir is not hav a job 
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u8m0.wav,wiseguy,whide ty
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u7n0.wav,tab,hap
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u760.wav,spoons,poons
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u4y0.wav,your shadow always follows you,i o always frount to e you
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u580.wav,his car thundered down the road,his kind then did genther reldin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks12u/ks12u3j0.wav,real,real
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106780.wav,squeegee,we ne
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1067x0.wav,thursday,forsti
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106870.wav,underneath,an der ne
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064s0.wav,who will the soldier vote for,who wills as showt soldier op wor
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1063t0.wav,screwdriver,schoolm
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1063d0.wav,playhouse,playhouse
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061f0.wav,flagpole,wel pl
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1062e0.wav,moisture,woster
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064o0.wav,san diego is very green this year,sandiegos rery green miseur
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106380.wav,pathetic, anny
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064w0.wav,doug thinks he will win the race,dog't think she will wite rate
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106560.wav,even your ears sweat in a sauna,e ridnew ears sweat in the sin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106290.wav,meaningless,me meaning niss
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061z0.wav,lawyer,oyr
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1067d0.wav,stooges,anes
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1068c0.wav,upward,a pont
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1060q0.wav,cliffhanger,inis hat
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106100.wav,digested,digested
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064m0.wav,pay albert for the fresh water,hey ourt for the fresh war
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1061p0.wav,hoof,he
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks106010.wav,allowing, rowin
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks106/ks1064u0.wav,stewart has five friends in richmond,sto er has fast men from which meant
