wav_filename,wav_filesize,transcript
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997670/myst_997670_2011-24-02_00-00-00_ME_4.2/myst_997670_2011-24-02_00-00-00_ME_4.2_009.wav,19628,closed
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996431/myst_996431_2009-11-09_00-00-00_VB_1.3/myst_996431_2009-11-09_00-00-00_VB_1.3_003.wav,324748,uh in fifteen seconds they the thirty eight centimeter string just swings twelve times no matter what
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002126/myst_002126_2014-03-21_08-33-07_LS_2.3/myst_002126_2014-03-21_08-33-07_LS_2.3_019.wav,178366,no because humans are different animals
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012001/myst_012001_2013-11-14_10-52-24_MX_1.2/myst_012001_2013-11-14_10-52-24_MX_1.2_024.wav,51140,let the water evaporate
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002004/myst_002004_2014-04-30_11-07-13_LS_4.2/myst_002004_2014-04-30_11-07-13_LS_4.2_031.wav,189980,an instinct it comes to them straight away to migrate
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004031/myst_004031_2013-12-03_10-12-27_EE_1.4/myst_004031_2013-12-03_10-12-27_EE_1.4_007.wav,124082,sounds like some things is sizzle
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013054/myst_013054_2014-04-30_12-42-42_LS_2.1/myst_013054_2014-04-30_12-42-42_LS_2.1_033.wav,117656,i know that everybody needs food to survive
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004034/myst_004034_2013-12-02_09-52-54_EE_1.3/myst_004034_2013-12-02_09-52-54_EE_1.3_011.wav,369936,it doesn't run because sponge a sponge is an insulator and it won't the electricity and energy will not flow through the wires
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002282/myst_002282_2015-04-09_14-10-31_LS_2.3/myst_002282_2015-04-09_14-10-31_LS_2.3_022.wav,219846,the digestive system is where the mouth is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996700/myst_996700_2011-21-01_00-00-00_MS_3.1/myst_996700_2011-21-01_00-00-00_MS_3.1_015.wav,212076,um well it can tell you how how much water it can hold or how much it can
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2014-05-05_13-36-13_LS_1.3/myst_013023_2014-05-05_13-36-13_LS_1.3_030.wav,121128,they're red wiggle and they're decomposers
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995311/myst_995311_2009-08-04_00-00-00_ME_3.3/myst_995311_2009-08-04_00-00-00_ME_3.3_016.wav,264396,um i could show with my finger of how i saw it um it was a series circuit and why the other one is a parallel
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990073/myst_990073_2008-06-05_00-00-00_MS_3.1/myst_990073_2008-06-05_00-00-00_MS_3.1_094.wav,13132,sure
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007244/myst_007244_2014-10-02_07-53-37_MX_1.3/myst_007244_2014-10-02_07-53-37_MX_1.3_016.wav,115412,to separate the rocks because there are big
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014026/myst_014026_2013-12-13_12-39-45_MX_1.2/myst_014026_2013-12-13_12-39-45_MX_1.2_008.wav,37910,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012016/myst_012016_2014-03-10_12-23-28_SRL_3.2/myst_012016_2014-03-10_12-23-28_SRL_3.2_001.wav,53044,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2014-05-29_10-46-54_LS_4.2/myst_013023_2014-05-29_10-46-54_LS_4.2_028.wav,250328,the skunk is smells bad so the the reaction is to go away
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007072/myst_007072_2014-04-04_11-04-37_EE_3.1/myst_007072_2014-04-04_11-04-37_EE_3.1_033.wav,185598,<unk> it's working because it has metal in it so like little stuff in there
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996431/myst_996431_2009-04-09_00-00-00_VB_1.2/myst_996431_2009-04-09_00-00-00_VB_1.2_022.wav,212492,i think i changed the length
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007244/myst_007244_2014-10-13_08-27-47_MX_2.4/myst_007244_2014-10-13_08-27-47_MX_2.4_011.wav,205204,they are separating because the bottom one is more densed than the top one
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993766/myst_993766_2011-23-02_00-00-00_VB_2.2/myst_993766_2011-23-02_00-00-00_VB_2.2_002.wav,375404,today we um floated boats with different sizes and they put um pennies into them and tried to see which how many how many they could um hold
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995739/myst_995739_2011-03-02_00-00-00_ME_1.1/myst_995739_2011-03-02_00-00-00_ME_1.1_014.wav,387084,refrigerators overheads um white boards doors window frames and the outline of a table
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997007/myst_997007_2008-05-02_00-00-00_ME_5.2/myst_997007_2008-05-02_00-00-00_ME_5.2_094.wav,76044,okay what
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996429/myst_996429_2009-24-09_00-00-00_VB_3.1/myst_996429_2009-24-09_00-00-00_VB_3.1_006.wav,409292,well what would happen is the propeller thing would spin it up and make it all twirly and spinny and then the plane would just like spin
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/998663/myst_998663_2010-30-09_00-00-00_MS_3.2/myst_998663_2010-30-09_00-00-00_MS_3.2_028.wav,95276,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004022/myst_004022_2013-12-12_10-13-46_EE_2.1/myst_004022_2013-12-12_10-13-46_EE_2.1_027.wav,296190,if that only works if the energy is coming from the wrong parts of the battery
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014026/myst_014026_2014-01-31_12-39-21_MX_3.2/myst_014026_2014-01-31_12-39-21_MX_3.2_024.wav,39252,citric acid
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007244/myst_007244_2014-10-06_10-35-47_MX_2.1/myst_007244_2014-10-06_10-35-47_MX_2.1_013.wav,109848,the lighter ones are diluted
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990545/myst_990545_2010-05-04_00-00-00_MS_1.1/myst_990545_2010-05-04_00-00-00_MS_1.1_007.wav,76396,the width of your desk
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013011/myst_013011_2013-11-21_12-31-46_EE_1.2/myst_013011_2013-11-21_12-31-46_EE_1.2_015.wav,115688,the switch has to be moved
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995510/myst_995510_2010-10-03_00-00-00_ME_4.1/myst_995510_2010-10-03_00-00-00_ME_4.1_014.wav,394604,the little washers are connecting to the electric magnet or or um letting go of the magnet
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013221/myst_013221_2015-02-10_09-53-04_EE_2.3/myst_013221_2015-02-10_09-53-04_EE_2.3_014.wav,193156,when one light bulb burns out the other one stays lit
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002118/myst_002118_2014-04-30_11-48-40_LS_4.2/myst_002118_2014-04-30_11-48-40_LS_4.2_017.wav,307324,because it's like a monarch and monarchs are poisonous and most monarch predators learned their lesson not to eat those
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990082/myst_990082_2008-08-05_00-00-00_MS_3.1/myst_990082_2008-08-05_00-00-00_MS_3.1_084.wav,125132,a l a graduated cylinder and
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013064/myst_013064_2013-11-15_13-51-14_EE_1.1/myst_013064_2013-11-15_13-51-14_EE_1.1_001.wav,48044,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997282/myst_997282_2008-15-12_00-00-00_ME_3.1/myst_997282_2008-15-12_00-00-00_ME_3.1_019.wav,274124,um well the na the electricity always comes out from the negative and then comes back into the positive
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990501/myst_990501_2010-02-02_00-00-00_WA_2.1/myst_990501_2010-02-02_00-00-00_WA_2.1_027.wav,320172,well if you increase its temperature then it'll uh it'll get a lot bigger and you'll you'll know that the air is warmer
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004032/myst_004032_2014-01-24_09-39-22_EE_3.2/myst_004032_2014-01-24_09-39-22_EE_3.2_006.wav,285414,i think that is because uh it's different it's the same sides and they just love each other
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996724/myst_996724_2011-13-01_00-00-00_MS_1.3/myst_996724_2011-13-01_00-00-00_MS_1.3_007.wav,374508,you have to begin at a corner and end at a kind of corner otherwise you won't really have a quite accurate measurement
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990623/myst_990623_2010-12-04_00-00-00_MS_2.3/myst_990623_2010-12-04_00-00-00_MS_2.3_011.wav,30732,okay
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012032/myst_012032_2014-03-10_13-01-08_SRL_3.2/myst_012032_2014-03-10_13-01-08_SRL_3.2_006.wav,59294,i don't
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990358/myst_990358_2009-03-04_00-00-00_MS_1.3/myst_990358_2009-03-04_00-00-00_MS_1.3_003.wav,89452,a hand that is being measured
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990542/myst_990542_2010-05-04_00-00-00_MS_1.1/myst_990542_2010-05-04_00-00-00_MS_1.1_009.wav,423852,um we measured our desks saying like um like three straws then we we did the length and then the i forgot what the other thing was called
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002283/myst_002283_2015-03-13_08-40-16_LS_1.1/myst_002283_2015-03-13_08-40-16_LS_1.1_022.wav,344846,is all about the and the life cycle and the uhm the frozen things and then like the consumers decomposers and then producers
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012018/myst_012018_2014-03-10_12-03-05_SRL_3.2/myst_012018_2014-03-10_12-03-05_SRL_3.2_023.wav,31140,the color
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013048/myst_013048_2014-04-16_08-44-45_LS_1.1/myst_013048_2014-04-16_08-44-45_LS_1.1_010.wav,91900,these are all the parts to the system
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997287/myst_997287_2008-08-12_00-00-00_ME_2.2/myst_997287_2008-08-12_00-00-00_ME_2.2_017.wav,275372,that means that the energy flows through the on and off switch and if you don't have the on and off switch connected it won't flow through
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997702/myst_997702_2011-26-01_00-00-00_MS_3.3/myst_997702_2011-26-01_00-00-00_MS_3.3_042.wav,182316,you could just use the syringe and suck it out or you could pour it out
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990028/myst_990028_2008-12-05_00-00-00_MS_3.3/myst_990028_2008-12-05_00-00-00_MS_3.3_016.wav,35404,millimeters
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997679/myst_997679_2011-07-02_00-00-00_ME_3.1/myst_997679_2011-07-02_00-00-00_ME_3.1_001.wav,53100,good how are you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996725/myst_996725_2011-12-01_00-00-00_MS_1.2/myst_996725_2011-12-01_00-00-00_MS_1.2_016.wav,116556,you can well i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997486/myst_997486_2010-18-01_00-00-00_ME_2.2/myst_997486_2010-18-01_00-00-00_ME_2.2_004.wav,358764,the d ce cell is a energy disputer which um send which the ener which sends energy through the wires
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004026/myst_004026_2013-11-19_09-42-57_EE_1.2/myst_004026_2013-11-19_09-42-57_EE_1.2_001.wav,90044,i'm doing good how are you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007232/myst_007232_2014-10-17_13-20-44_MX_3.1/myst_007232_2014-10-17_13-20-44_MX_3.1_019.wav,212122,where you put six spoons of salt and to the fifteen millimeters of water and then yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008045/myst_008045_2014-05-06_08-36-00_EE_5.1/myst_008045_2014-05-06_08-36-00_EE_5.1_001.wav,41044,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012016/myst_012016_2013-12-03_10-39-57_MX_2.1/myst_012016_2013-12-03_10-39-57_MX_2.1_015.wav,321044,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007252/myst_007252_2014-09-26_11-24-19_MX_1.2/myst_007252_2014-09-26_11-24-19_MX_1.2_025.wav,246442,that the flour is being caught into the filter and the water's going under
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990027/myst_990027_2008-05-05_00-00-00_MS_2.3/myst_990027_2008-05-05_00-00-00_MS_2.3_044.wav,129772,n oh we used paper clips
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007100/myst_007100_2014-04-17_12-07-26_EE_1.2/myst_007100_2014-04-17_12-07-26_EE_1.2_007.wav,42044,<unk> your down
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990368/myst_990368_2009-09-04_00-00-00_MS_2.1/myst_990368_2009-09-04_00-00-00_MS_2.1_009.wav,58060,yes i did
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004032/myst_004032_2014-02-10_14-11-01_EE_4.1/myst_004032_2014-02-10_14-11-01_EE_4.1_021.wav,163444,just roll around the steel rivet
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-17_10-57-20_EE_2.3/myst_008051_2014-04-17_10-57-20_EE_2.3_008.wav,28962,it close
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002116/myst_002116_2014-02-27_09-29-01_LS_1.1/myst_002116_2014-02-27_09-29-01_LS_1.1_009.wav,72098,wheel helps it roll
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/017092/myst_017092_2014-04-08_07-52-03_EE_1.4/myst_017092_2014-04-08_07-52-03_EE_1.4_004.wav,48298,can support heat
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022216/myst_022216_2014-11-20_11-42-48_LS_2.1/myst_022216_2014-11-20_11-42-48_LS_2.1_005.wav,46248,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990500/myst_990500_2010-10-02_00-00-00_WA_3.3/myst_990500_2010-10-02_00-00-00_WA_3.3_001.wav,34060,hi marnie
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013057/myst_013057_2014-04-30_12-23-10_LS_2.1/myst_013057_2014-04-30_12-23-10_LS_2.1_064.wav,168716,are we done yet okay they start from plants
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002107/myst_002107_2014-04-04_11-46-58_LS_3.1/myst_002107_2014-04-04_11-46-58_LS_3.1_006.wav,81672,i noticed that these leaves also have veins
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990037/myst_990037_2008-24-04_00-00-00_MS_1.3/myst_990037_2008-24-04_00-00-00_MS_1.3_164.wav,20268,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990359/myst_990359_2009-03-04_00-00-00_MS_1.3/myst_990359_2009-03-04_00-00-00_MS_1.3_008.wav,347916,well the measurement well we learned how to like um measure in centimeters and we learned about like different types of things like meters
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002121/myst_002121_2014-03-11_13-21-42_LS_2.1/myst_002121_2014-03-11_13-21-42_LS_2.1_004.wav,173272,the plants needs food and water to live like people
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990335/myst_990335_2009-20-04_00-00-00_MS_4.1/myst_990335_2009-20-04_00-00-00_MS_4.1_002.wav,72780,i've been studying celsius
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004023/myst_004023_2013-11-19_09-40-16_EE_1.2/myst_004023_2013-11-19_09-40-16_EE_1.2_014.wav,220000,when the switch is open the circuit isn't complete so then the motor can't run
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995514/myst_995514_2010-08-03_00-00-00_ME_3.2/myst_995514_2010-08-03_00-00-00_ME_3.2_005.wav,58188,i'm confuse
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997682/myst_997682_2011-03-02_00-00-00_ME_2.4/myst_997682_2011-03-02_00-00-00_ME_2.4_008.wav,36748,did you hear me
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997485/myst_997485_2010-25-01_00-00-00_ME_2.2/myst_997485_2010-25-01_00-00-00_ME_2.2_018.wav,241740,electricity's traveling through and it goes past the motor and it tur and it causes the motor to spin
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013234/myst_013234_2015-01-23_12-17-38_EE_2.2/myst_013234_2015-01-23_12-17-38_EE_2.2_026.wav,104096,it's
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990044/myst_990044_2008-16-05_00-00-00_MS_4.3/myst_990044_2008-16-05_00-00-00_MS_4.3_048.wav,292076,um i think there was one with five one with four one with six and one with three
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/988449/myst_988449_2010-08-01_00-00-00_VB_2.2/myst_988449_2010-08-01_00-00-00_VB_2.2_023.wav,18924,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018213/myst_018213_2014-10-08_11-57-20_LS_1.3/myst_018213_2014-10-08_11-57-20_LS_1.3_036.wav,132338,what yeah kind of what's our next like thing
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995007/myst_995007_2008-06-02_00-00-00_ME_2.2/myst_995007_2008-06-02_00-00-00_ME_2.2_142.wav,96044,with the light bulb a couple weeks ago
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990082/myst_990082_2008-08-05_00-00-00_MS_3.1/myst_990082_2008-08-05_00-00-00_MS_3.1_074.wav,72076,one one thou a thousand
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002113/myst_002113_2014-03-04_11-45-35_LS_1.3/myst_002113_2014-03-04_11-45-35_LS_1.3_036.wav,146838,they break down so it could turn into organic or soil
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990503/myst_990503_2010-14-02_00-00-00_WA_4.1/myst_990503_2010-14-02_00-00-00_WA_4.1_004.wav,462924,well soil absorbs water gravel lets it go through but sometimes um gravel um gets wet by water that's most of the time what happens
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990003/myst_990003_2008-18-04_00-00-00_ME_1.1/myst_990003_2008-18-04_00-00-00_ME_1.1_102.wav,172556,and i have no idea what um yeah that sticks
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005011/myst_005011_2014-01-30_11-05-30_MX_1.2/myst_005011_2014-01-30_11-05-30_MX_1.2_038.wav,68606,marnie i can't see the picture
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014013/myst_014013_2013-12-16_13-51-41_MX_1.2/myst_014013_2013-12-16_13-51-41_MX_1.2_037.wav,147196,the water is evaporating and leaving the salt behind
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-23_14-02-37_LS_2.1/myst_013021_2014-04-23_14-02-37_LS_2.1_041.wav,267266,the plant does not have any sun so it can not support so it's it can not live
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005024/myst_005024_2014-02-06_10-10-05_MX_2.2/myst_005024_2014-02-06_10-10-05_MX_2.2_008.wav,227870,i pick it out that's the right one was heavier because it has to have ten grams more than one on the left
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013211/myst_013211_2015-02-10_10-10-56_EE_2.3/myst_013211_2015-02-10_10-10-56_EE_2.3_010.wav,78484,it goes on
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993764/myst_993764_2011-23-02_00-00-00_VB_2.2/myst_993764_2011-23-02_00-00-00_VB_2.2_005.wav,54604,er so it'll get out of hand
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990032/myst_990032_2008-12-05_00-00-00_MS_3.3/myst_990032_2008-12-05_00-00-00_MS_3.3_020.wav,59788,yes you can get the s
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990357/myst_990357_2009-03-04_00-00-00_MS_1.3/myst_990357_2009-03-04_00-00-00_MS_1.3_023.wav,88268,actually it's about two meters
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012032/myst_012032_2014-04-17_13-02-48_SRL_3.4/myst_012032_2014-04-17_13-02-48_SRL_3.4_014.wav,38344,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990067/myst_990067_2008-19-05_00-00-00_MS_4.2/myst_990067_2008-19-05_00-00-00_MS_4.2_142.wav,92236,yeah it'd probably use the metric system
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997486/myst_997486_2010-08-02_00-00-00_ME_4.1/myst_997486_2010-08-02_00-00-00_ME_4.1_009.wav,43948,it is closed
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012218/myst_012218_2015-01-27_09-06-00_SMP_2.1/myst_012218_2015-01-27_09-06-00_SMP_2.1_013.wav,99160,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990066/myst_990066_2008-22-04_00-00-00_MS_1.2/myst_990066_2008-22-04_00-00-00_MS_1.2_016.wav,237548,yeah we used the decimeter sign my partner and i to figure out something yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005028/myst_005028_2014-02-13_09-45-29_MX_3.1/myst_005028_2014-02-13_09-45-29_MX_3.1_013.wav,441710,the solution weighs sixty seven grams even though it was originally fifty of water because it is just like it's the solid is seventeen grams
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002296/myst_002296_2015-03-13_13-11-28_LS_1.3/myst_002296_2015-03-13_13-11-28_LS_1.3_009.wav,154232,by killing other animals or just eating plants
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990629/myst_990629_2010-07-04_00-00-00_MS_1.3/myst_990629_2010-07-04_00-00-00_MS_1.3_021.wav,80524,using different body parts may help different things
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012001/myst_012001_2013-11-14_10-52-24_MX_1.2/myst_012001_2013-11-14_10-52-24_MX_1.2_046.wav,235990,it tells time tells time it tells time it tells time
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013030/myst_013030_2014-05-28_09-54-24_LS_4.2/myst_013030_2014-05-28_09-54-24_LS_4.2_036.wav,112626,it's learned you have to learn how to write
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012032/myst_012032_2013-11-13_08-59-05_MX_1.2/myst_012032_2013-11-13_08-59-05_MX_1.2_047.wav,39044,what did you say
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013060/myst_013060_2014-04-16_08-33-57_LS_1.1/myst_013060_2014-04-16_08-33-57_LS_1.1_002.wav,49610,living system
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007250/myst_007250_2014-10-06_08-00-34_MX_1.3/myst_007250_2014-10-06_08-00-34_MX_1.3_023.wav,279410,it is the gravel because it is the only thing on the screen that can fit through
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002116/myst_002116_2014-03-10_14-10-38_LS_2.1/myst_002116_2014-03-10_14-10-38_LS_2.1_052.wav,148268,it's not getting the right materials that it needs to live
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990031/myst_990031_2008-21-04_00-00-00_MS_1.1/myst_990031_2008-21-04_00-00-00_MS_1.1_076.wav,125132,yeah yeah that's what more than a foot um
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990017/myst_990017_2008-01-05_00-00-00_MS_2.3/myst_990017_2008-01-05_00-00-00_MS_2.3_018.wav,13804,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007231/myst_007231_2015-02-19_11-45-57_LS_1.1/myst_007231_2015-02-19_11-45-57_LS_1.1_021.wav,303138,like some of them like produce what's going to happen
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990017/myst_990017_2008-08-05_00-00-00_MS_3.3/myst_990017_2008-08-05_00-00-00_MS_3.3_014.wav,101580,i think it was four hundred ninety
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997676/myst_997676_2011-24-02_00-00-00_ME_4.2/myst_997676_2011-24-02_00-00-00_ME_4.2_010.wav,55340,i'm not sure
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995742/myst_995742_2011-03-03_00-00-00_ME_4.1/myst_995742_2011-03-03_00-00-00_ME_4.1_012.wav,60940,what did you say
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990579/myst_990579_2010-08-04_00-00-00_MS_2.1/myst_990579_2010-08-04_00-00-00_MS_2.1_024.wav,24396,thank you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007257/myst_007257_2015-02-18_11-39-24_LS_1.3/myst_007257_2015-02-18_11-39-24_LS_1.3_035.wav,58548,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013036/myst_013036_2014-04-22_14-07-11_LS_1.3/myst_013036_2014-04-22_14-07-11_LS_1.3_029.wav,205260,meat they eat meat
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012201/myst_012201_2015-01-26_08-50-16_EE_5.2/myst_012201_2015-01-26_08-50-16_EE_5.2_024.wav,376024,the yellow ball when it's placed in the blue light it turns like yellow dark dark dark yellowish
